1	151456.5134	360625.4664	58.2554
2	151454.2938	360625.6541	54.35443
3	151450.8793	360620.6541	58.32642
4	151447.5078	360618.1787	55.72529
5	151445.371	360618.074	54.45871
6	151445.2484	360615.8607	58.37534
7	151439.4595	360610.9416	58.45575
8	151437.7152	360611.558	54.59053
9	151433.679	360606.0183	58.56164
10	151432.3021	360605.2395	55.22202
11	151430.104	360605.0823	54.70067
12	151428.2006	360601.3554	58.65398
13	151422.498	360598.597	54.84143
14	151422.4242	360596.4368	58.76221
15	151417.104	360591.8939	58.89465
16	151410.7156	360586.4718	59.0065
17	151405.6482	360584.2166	54.55607
18	151395.7813	360575.8322	55.38747
20	151393.816	360572.0459	59.37748
